scientific_name,common_name,city,state,count,mean_h
Prunus L.,Hokusai flowering cherry,Seattle,Washington,2,
Fagus grandifolia,American beech,Greenfield,Wisconsin,2,
Fagus grandifolia,American beech,Madison,Wisconsin,2,
Fagus grandifolia,American beech,Oak Creek,Wisconsin,2,
Prunus,(see notes),Washington DC,District of Columbia,2,
Fagus grandifolia,Beech,Los Angeles,California,2,
Fagus sylvatica,European beech,Detroit,Michigan,2,
Fagus sylvatica,European beech,Milwaukee,Wisconsin,2,
Prosopis,Mesquite,Anaheim,California,2,
Populus trichocarpa,Black cottonwood,Boston,Massachusetts,2,
Populus trichocarpa,Black cottonwood,Anaheim,California,2,
Populus tremuloides,Quaking aspen,Stockton,California,2,
Fagus sylvatica,Purple leaf beech,Buffalo,New York,2,
Fagus sylvatica,Rohan obelisk european beech,Columbus,Ohio,2,
Fagus sylvatica,Weeping beech,Buffalo,New York,2,
Fagus sylvatica,Weeping beech,Rochester,New York,2,
Populus tremula,European aspen,Columbus,Ohio,2,
Ficus,Ficus,Houston,Texas,2,
Prunus americana,American plum,Baltimore,Maryland,2,32.808
Eucalyptus torquata,Coral gum,San Francisco,California,2,
Prunus armeniaca,Apricot,Las Vegas,Nevada,2,
Eucalyptus gunnii,Cider gum,San Francisco,California,2,
Prunus dulcis,Almond,San Diego,California,2,
Prunus domestica,Plum,Austin,Texas,2,26.247
Prunus cerasus,Sour cherry,Los Angeles,California,2,
Eucalyptus cinerea,Ash gum,Huntington Beach,California,2,0.0
Prunus cerasus,Cherrynorth star,Sioux Falls,South Dakota,2,26.247
Eucalyptus cladocalyx,Sugar gum,Garden Grove,California,2,237.861
Eucalyptus cordata,Silver gum,New Orleans,Louisiana,2,
Prunus cerasifera,Purple leaf plum,Nashville,Tennessee,2,
Eucalyptus erythrocorys,Cap gum red,Anaheim,California,2,
Eucalyptus erythrocorys,Red cap gum,San Diego,California,2,
Prunus cerasifera,Leafed plum purple,Austin,Texas,2,26.247
Eucalyptus globulus,Dwarf blue gum,Anaheim,California,2,
Eucalyptus grandis,Flooded gum,Garden Grove,California,2,98.425
Eucalyptus grandis,Grand eucalyptus,Tampa,Florida,2,170.604
Prunus cerasifera,Green purple plum,Huntington Beach,California,2,21.325
Prunus armeniaca,Apricot,New Orleans,Louisiana,2,
Eucalyptus lehmannii,Bushy yate,Anaheim,California,2,
Prunus cerasifera,Cherry plum,Granger,Iowa,2,
Prunus cerasifera,Cherry plum,Dallas Center,Iowa,2,
Prunus caroliniana,Carolina laurelcherry,Richmond,Virginia,2,
Prunus caroliniana,Carolina laurelcherry,None,Florida,2,91.043
Eucalyptus nicholii,Nichols willow leafed peppermint,Garden Grove,California,2,196.85
Eucalyptus odorata,Peppermint box,San Francisco,California,2,
Eucalyptus pulverulenta,Silver leaved mountain gum,Seattle,Washington,2,
Eucalyptus resinifera,Red mahogany,Los Angeles,California,2,
Eucalyptus robusta,Swamp mahogony,Kaneohe,Hawaii,2,149.278
Prunus avium,Sweet cherry,St. Louis,Missouri,2,
Prunus avium,Sweet cherry,Baltimore,Maryland,2,60.696
Eucalyptus simmondsii,Simmond's peppermint,San Francisco,California,2,
Prunus armeniaca,Apricot,Phoenix,Arizona,2,4.38
Gymnocladus dioicus,Kentucky coffeetree,Franklin,Wisconsin,2,
Pinus resinosa,Red pine,Baxter,Iowa,2,
Pseudotsuga menziesii,Fir douglas,New Berlin,Wisconsin,2,
Liquidambar styraciflua,Goldenrain,Rancho Cucamonga,California,2,
Morus,Mulberry,Hales Corners,Wisconsin,2,
Morus,Mulberry,Hartford,Iowa,2,
Morus,Mulberry,Kellogg,Iowa,2,
Morus,Mulberry,Mitchellville,Iowa,2,
Liquidambar styraciflua,Pear,Rancho Cucamonga,California,2,
Morus,Mulberry,Prairie City,Iowa,2,
Morus,Mulberry,Shorewood,Wisconsin,2,
Liquidambar,Liquidambar,Rancho Cucamonga,California,2,
Morus,Mulberry,Stuart,Iowa,2,
Morus,Mulberry,Woodward,Iowa,2,
Liquidambar styraciflua,Burgundy sweet gum,San Francisco,California,2,
Liquidambar formosana,Chinese sweetgum,Baltimore,Maryland,2,65.617
Liquidambar formosana,Chinese sweetgum,Anaheim,California,2,
Liquidambar formosana,Chinese sweet gum,San Francisco,California,2,
Liquidambar styraciflua,Sweetgum,Dallas Center,Iowa,2,
Morus,Mulberry,Granger,Iowa,2,
Morus,Mulberry,Dallas Center,Iowa,2,
Morus,Mulberry,Baxter,Iowa,2,
Moringa oleifera,Horseradish tree,New Orleans,Louisiana,2,
Morinda citrifolia,Noni,Honolulu,Hawaii,2,49.213
Liquidambar styraciflua,Sycamore,Rancho Cucamonga,California,2,
Michelia champaca,Champaca,Ontario,California,2,
Liriodendron tulipifera,Poplar yellow,Houston,Texas,2,
Metasequoia glyptostroboides,Dawn redwood,Greensboro,North Carolina,2,
Meryta sinclairii,Puka or puke tree,San Francisco,California,2,
Melia azedarach,Chinaberry tree,Greensboro,North Carolina,2,
Lithocarpus densiflorus,Tan oak,San Francisco,California,2,
Livistona australis,Australian fan palm,Los Angeles,California,2,
Melia azedarach,China berry. white cedar,Phoenix,Arizona,2,4.8
Livistona chinensis,Chinese fountain palm,Garden Grove,California,2,188.648
Livistona decipiens,Ribbon fan palm,Tampa,Florida,2,81.201
Morus alba,White mulberry,Greensboro,North Carolina,2,
Lindera erythrocarpa,Asian spicebush,Greensboro,North Carolina,2,
Gymnocladus dioicus,Kentucky coffeetree,South Milwaukee,Wisconsin,2,
Larix laricina,American larch,Pittsburgh,Pennsylvania,2,24.606
Noronhia emarginata,Olive madagascar,Kailua,Hawaii,2,31.168
Notholithocarpus densiflorus,Tanoak,Portland,Oregon,2,
Nyssa ogeche,White tupelo,Denver,Colorado,2,
Larix occidentalis,Western larch,Colorado Springs,Colorado,2,
Nyssa sylvatica,Black tupelo,Richmond,Virginia,2,
Larix laricina,American larch,Rochester,New York,2,
Larix kaempferi,Diana japanese contorted larch,Seattle,Washington,2,
Lindera benzoin,Spicebush,Boston,Massachusetts,2,
Ochna thomasiana,Mickey mouse plant,Kaneohe,Hawaii,2,39.37
Larix,Larch,Buffalo,New York,2,
Lagerstroemia speciosa,Queen crape myrtle,New Orleans,Louisiana,2,
Olea europaea,Star pine,Rancho Cucamonga,California,2,
Lagerstroemia indica,Purple crape myrtle,Huntington Beach,California,2,32.808
Olneya tesota,Desert ironwood,Phoenix,Arizona,2,5.625
Nolina recurvata,Ponytail palm,Huntington Beach,California,2,0.0
Nerium oleander,Oleander,Irvine,California,2,
Leptospermum scoparium,Tea tree,Garden Grove,California,2,49.213
Nandina domestica,Heavenly bamboo,Seattle,Washington,2,
Leptospermum scoparium,Tea tree,Huntington Beach,California,2,0.0
Leucadendron argenteum,Silver tree,San Francisco,California,2,
Leucaena,Lelucaena,Anaheim,California,2,
Leucaena leucocephala,Leadball tree,New Orleans,Louisiana,2,
Myoporum,Myoporum,Garden Grove,California,2,49.213
Musa ensete,Abyssinian banana,Los Angeles,California,2,
Musa acuminata,Banana,Baltimore,Maryland,2,19.685
Ligustrum japonicum,Japanese privet,Garden Grove,California,2,49.213
Ligustrum japonicum,Japanese privet,Greensboro,North Carolina,2,
Morus rubra,Red mulberry,Colorado Springs,Colorado,2,
Ligustrum lucidum,Glossy privet,Greensboro,North Carolina,2,
Ligustrum lucidum,Leaf privet wax,Portland,Oregon,2,
Ligustrum sinense,Chinese privet,Phoenix,Arizona,2,14.115
Livistona rotundifolia,Footstool palm,Tampa,Florida,2,100.886
Melaleuca quinquenervia,Cajeput tree,Stockton,California,2,
Lonicera maackii,Amur honeysuckle,Greensboro,North Carolina,2,
Magnolia grandiflora,Southern magnolia,Milo,Iowa,2,
Malus,Crabappl sugartym,Sioux Falls,South Dakota,2,42.651
Malus,Crabappl'hvst gld,Sioux Falls,South Dakota,2,57.415
Malus,Crabappl'ind magi,Sioux Falls,South Dakota,2,50.853
Magnolia grandiflora,Southern magnolia,Woodward,Iowa,2,
Malus,Crabapple,Durham,North Carolina,2,
Magnolia grandiflora,Southern magnolia,Mitchellville,Iowa,2,
Magnolia grandiflora,Southern magnolia,Dallas Center,Iowa,2,
Lyonothamnus,Catalina ironwood,Portland,Oregon,2,
Magnolia grandiflora,Southern magnolia,Columbus,Ohio,2,
Magnolia grandiflora,Southern magnolia,Adel,Iowa,2,
Magnolia grandiflora,Magnolia baby grand,Anaheim,California,2,
Magnolia grandiflora,Magnolia,Kaneohe,Hawaii,2,32.808
Malus,Indian summer crabapple,Colorado Springs,Colorado,2,
Malus,Louisa crabapple,Detroit,Michigan,2,
Malus,Crabappl centurin,Sioux Falls,South Dakota,2,34.449
Magnolia kobus,Kobus magnolia,Denver,Colorado,2,
Malus,Coralburst crabapple,Aurora,Colorado,2,
Malus,Apple,Houston,Texas,2,
Malus,Apple,Hales Corners,Wisconsin,2,
Malus,Apple,Greendale,Wisconsin,2,
Magnolia salicifolia,Willowleaf magnolia,Columbus,Ohio,2,
Magnolia soulangeana,Saucer magnolia,Greensboro,North Carolina,2,
Magnolia soulangeana,Saucer magnolia chinese magnolia,Overland Park,Kansas,2,
Malus,Apple,Bouton,Iowa,2,
Magnolia soulangeana,Verbanica saucer magnolia,Columbus,Ohio,2,
Magnolia soulangiana,Chinese magnolia,San Francisco,California,2,
Magnolia sprengeri,Sprengers magnolia,Baltimore,Maryland,2,147.638
Magnolia virginiana,Sweetbay magnolia,Nashville,Tennessee,2,
Magnolia stellata,Star (magnolia stellata) magnolia,Knoxville,Tennessee,2,
Magnolia stellata,Star magnolia,Orlando,Florida,2,
Magnolia stellata,Star magnolia,Richmond,Virginia,2,
Magnolia grandiflora,Little gem magnolia,Anaheim,California,2,
Magnolia grandiflora,Dwarf southern magnolia,Greensboro,North Carolina,2,
Magnolia grandiflora,Blanchard magnolia,Huntington Beach,California,2,0.0
Magnolia,Elisabeth magnolia,Louisville,Kentucky,2,
Lyonothamnus A.,Fernleaf catalina ironwood,Los Angeles,California,2,
Melaleuca linariifolia,Flaxleaf paperbark,Huntington Beach,California,2,0.0
Lyonothamnus floribundus,Catalina ironwood,Seattle,Washington,2,
Lyonothamnus floribundus,Leaf catalina ironwood fern,Huntington Beach,California,2,0.0
Melaleuca decora,White bottle brush,Los Angeles,California,2,
Melaleuca,Melaleuca,Garden Grove,California,2,213.255
Manilkara zapota,Sapodilla,Miami,Florida,2,
Macadamia integrifolia,Shell macadamia smooth,Huntington Beach,California,2,57.415
Macadamia integrifolia,Shell macadamia smooth,New Orleans,Louisiana,2,
Mangifera indica,Mango,Anaheim,California,2,
Macaranga tanarius,Parasol leaf/ macaranga,Honolulu,Hawaii,2,78.74
Maclura pomifera,Osage orange,Grand Rapids,Michigan,2,
Malus tschonoskii,Crabapple,Fox Point,Wisconsin,2,
Maclura pomifera,Whiteshield osage orange,Columbus,Ohio,2,
Malus sylvestris,Common crabapple,Irvine,California,2,
Magnolia doltsopa,Silvercloud magnolia,San Francisco,California,2,
Malus sargentii,Sargent crabapple,Columbus,Ohio,2,
Malus purpurea,Purple crabapple,Seattle,Washington,2,
Malus pumila,Paradise apple,Orlando,Florida,2,
Magnolia,Magnolia,Boston,Massachusetts,2,
Malus floribunda,Japanese flowering crabapple,Columbus,Ohio,2,
Magnolia,Magnolia,St. Louis,Missouri,2,
Magnolia,Magnolia,Watertown,Wisconsin,2,
Malus domestica,Cortland apple,Buffalo,New York,2,
Malus coronaria,American crabapple,Seattle,Washington,2,
Magnolia,Mercury magnolia,Rochester,New York,2,
Malus Mill.,Malus species,Huntington Beach,California,2,0.0
Malus Mill.,Adams crabapple,Seattle,Washington,2,
Magnolia acuminata,Cucumbertree magnolia,Baltimore,Maryland,2,139.436
Magnolia doltsopa,Michelia,New Orleans,Louisiana,2,
Osmanthus fragrans,Fragrant olive,Los Angeles,California,2,
Osmanthus fragrans,Fragrant osmanthus,Greensboro,North Carolina,2,
Lagerstroemia indica,Pink crape myrtle,Huntington Beach,California,2,16.404
Ilex cornuta,Chinese holly,Greensboro,North Carolina,2,
Picea pungens,Colorado blue spruce,Overland Park,Kansas,2,
Ilex verticillata,Winterberry,Denver,Colorado,2,
Picea pungens,Colorado green spruce,Colorado Springs,Colorado,2,
Ilex meserveae,Oak,Rancho Cucamonga,California,2,
Ilex koehneana,Koehne holly,Greensboro,North Carolina,2,
Pinus,Pine,Milwaukee,Wisconsin,2,
Pinus aristata,Bristlecone pine,Sioux Falls,South Dakota,2,9.843
Picea mariana,Black spruce,Mitchellville,Iowa,2,
Pinus attenuata,Knobcone pine,Los Angeles,California,2,
Pinus banksiana,Jack pine,New Berlin,Wisconsin,2,
Pinus brutia,Turkish pine,Phoenix,Arizona,2,7.725
Pinus bungeana,Lacebark pine,Louisville,Kentucky,2,
Ilex,Holly,Anaheim,California,2,
Ilex,Emily bruner holly,Greensboro,North Carolina,2,
Ilex vomitoria,Yaupon,Greensboro,North Carolina,2,8.066
Picea pungens,Colorado blue spruce,Greensboro,North Carolina,2,
Picea pungens,Blue spruce,Redfield,Iowa,2,
Picea pungens,Blue spruce,Prairie City,Iowa,2,
Jacaranda mimosifolia,Jacaranda,Kailua,Hawaii,2,98.425
Jacaranda mimosifolia,Jacaranda,Las Vegas,Nevada,2,
Jacaranda mimosifolia,Jacaranda,New Orleans,Louisiana,2,
Picea pungens,Blue spruce,Milo,Iowa,2,
Picea pungens,Blue spruce,Hartford,Iowa,2,
Picea pungens,Blue spruce,Greensboro,North Carolina,2,8.227
Picea pungens,Blue spruce,Greenfield,Wisconsin,2,
Picea pungens,Blue spruce,Carlisle,Iowa,2,
Jatropha integerrima,Jatropha,Kailua,Hawaii,2,26.247
Picea pungens,Blue spruce,Adel,Iowa,2,
Jatropha integerrima,Jatropha,Orlando,Florida,2,
Picea orientalis,Oriental spruce,Rochester,New York,2,
Picea omorika,Serbian spruce,St. Louis,Missouri,2,
Hypericum stragulum,St. andrew's cross,Greensboro,North Carolina,2,
Hypelate trifoliata,White ironwood,San Francisco,California,2,
Pinus contorta,Shore pine,San Francisco,California,2,
Hamamelis intermedia,Witch hazel,Greensboro,North Carolina,2,
Gymnocladus dioicus,Kentucky coffeetree,Stuart,Iowa,2,
Pinus pungens,Table top pine,Buffalo,New York,2,
Pinus ponderosa,Ponderosa pine,St. Louis,Missouri,2,
Pinus ponderosa,Ponderosa pine,Pittsburgh,Pennsylvania,2,0.0
Pinus ponderosa,Ponderosa pine,Ontario,California,2,
Pinus ponderosa,Ponderosa pine,Hales Corners,Wisconsin,2,
Gymnocladus dioicus,Kntkycoftre tru n,Sioux Falls,South Dakota,2,32.808
Halesia Ellis,Carolina silverbell,Pittsburgh,Pennsylvania,2,0.0
Halesia carolina,Carolina silverbell,Houston,Texas,2,
Pinus pinea,Italian stone pine,New Orleans,Louisiana,2,
Pinus pinea,Italian stone pine,Greensboro,North Carolina,2,
Halesia tetraptera,Mountain silverbell,Pittsburgh,Pennsylvania,2,9.843
Pinus peuce,Balkan pine,Baltimore,Maryland,2,98.425
Pinus parviflora,Japanese white pine,Baltimore,Maryland,2,55.774
Pinus palustris,Longleaf pine,Baltimore,Maryland,2,65.617
Pinus densiflora,Japanese red pine,Baltimore,Maryland,2,62.336
Pinus nigra,Austrian pine,Carlisle,Iowa,2,
Hebe salicifolia,None,Los Angeles,California,2,
Pinus mugo,Mugo pine,Cudahy,Wisconsin,2,
Pinus mugo,Mugo pine,Buffalo,New York,2,
Pinus mugo,Mugho pine,Colorado Springs,Colorado,2,
Pinus koraiensis,Korean pine,Sioux Falls,South Dakota,2,22.966
Heteromeles arbutifolia,Toyon,Ontario,California,2,
Heteromeles arbutifolia,Toyon,Stockton,California,2,
Hibiscus rosa-sinensis,Chinese hibiscus,Miami,Florida,2,
Hibiscus syriacus,Sharon of rose,Huntington Beach,California,2,6.562
Pinus eldarica,Afghan pine,Austin,Texas,2,75.459
Hovenia dulcis,Japanese raisin tree,Portland,Oregon,2,
Pinus densiflora,Japanese red pine,Stockton,California,2,
Pinus densiflora,Japanese red pine,Los Angeles,California,2,
Picea omorika,Serbian spruce,Pittsburgh,Pennsylvania,2,0.0
Picea mariana,Black spruce,Bondurant,Iowa,2,
Lagerstroemia indica,Natchez crape myrtle,San Francisco,California,2,
Phellodendron amurense,Amur corktree,Newton,Iowa,2,
Paulownia tomentosa,Royal paulownia (paulownia tomentosa),Knoxville,Tennessee,2,
Persea,Avacado,Stockton,California,2,
Persea americana,Avocado,Kailua,Hawaii,2,36.089
Persea americana,Willow,Rancho Cucamonga,California,2,
Phellodendron,Tree amur cork,Louisville,Kentucky,2,
Juniperus virginiana,Eastern red cedar,Earlham,Iowa,2,
Juniperus virginiana,Eastern red cedar,Carlisle,Iowa,2,
Juglans,Paradox walnut tree,San Francisco,California,2,
Phellodendron amurense,Amur corktree,St. Louis,Missouri,2,
Juniperus virginiana,Eastern red cedar,Austin,Texas,2,65.617
Phoenix canariensis,Canary island date palm,Austin,Texas,2,13.123
Juniperus virginiana,Easter redcedar,St. Louis,Missouri,2,
Juniperus scopulorum,Rocky mountain juniper,Buffalo,New York,2,
Juniperus deppeana,Alligator juniper,Greensboro,North Carolina,2,
Paulownia tomentosa,Royal paulownia,Orlando,Florida,2,
Koelreuteria bipinnata,Chinese flame tree,Greensboro,North Carolina,2,
Paulownia tomentosa,Empress tree,San Francisco,California,2,
Koelreuteria elegans,Flamegold,Los Angeles,California,2,
Koelreuteria elegans,Formosa flamegold,Austin,Texas,2,82.021
Parthenocissus quinquefolia,Virginia creeper,Colorado Springs,Colorado,2,
Koelreuteria paniculata,Golden rain tree,Greensboro,North Carolina,2,
Parmentiera cereifera,Candle tree,Honolulu,Hawaii,2,39.37
Koelreuteria paniculata,goldenraintree,Rochester,New York,2,
Parkinsonia aculeata,Mexican verde palo,Stockton,California,2,
Laburnum watereri,Goldenchain tree,Pittsburgh,Pennsylvania,2,24.606
Laburnum watereri,Goldenchain tree,Rochester,New York,2,
Lagerstroemia,Lagerstroemia,Miami,Florida,2,
Lagerstroemia L.,Japanese crape myrtle,Greensboro,North Carolina,2,
Ostrya virginiana,Hop hornbeam,Greensboro,North Carolina,2,
Ostrya virginiana,Eastern hophornbeam,Richmond,Virginia,2,
Lagerstroemia indica,Magnolia,Washington DC,District of Columbia,2,
Juniperus chinensis,Chinese juniper,Kaneohe,Hawaii,2,26.247
Juniperus chinensis,Chinese juniper,Honolulu,Hawaii,2,26.247
Phoenix reclinata,Senegal date palm,New Orleans,Louisiana,2,
Picea,Spruce,Panora,Iowa,2,
Picea glauca,Black hills spruce,Colorado Springs,Colorado,2,
Picea glauca,Alberta spruce,Grand Rapids,Michigan,2,
Juglans cinerea,Butternut,Sioux Falls,South Dakota,2,141.076
Picea engelmannii,Engelmann spruce,Colorado Springs,Colorado,2,
Picea abies,Norway spruce,Sully,Iowa,2,
Juglans cinerea,Walnutblack,Sioux Falls,South Dakota,2,118.11
Picea abies,Norway spruce,Pleasant Hill,Iowa,2,
Juglans nigra,Black walnut,Anaheim,California,2,
Juglans nigra,Black walnut,Boston,Massachusetts,2,
Picea abies,Norway spruce,Adel,Iowa,2,
Juglans nigra,Black walnut,Earlham,Iowa,2,
Picea,Spruce,Woodward,Iowa,2,
Juglans nigra,Black walnut,Hartford,Iowa,2,
Picea,Spruce,Redfield,Iowa,2,
Juglans nigra,Black walnut,Oak Creek,Wisconsin,2,
Phoenix roebelenii,Pygmy date palm,Garden Grove,California,2,49.213
Picea,Spruce,Guthrie Center,Iowa,2,
Picea,Spruce,Durham,North Carolina,2,
Juglans nigra,Black walnut,Redfield,Iowa,2,
Picea,Spruce,Bouton,Iowa,2,
Picea,Spruce,Boston,Massachusetts,2,
Picea,Spruce,Baltimore,Maryland,2,68.898
Physocarpus opulifolius,Common ninebark,St. Louis,Missouri,2,
Physocarpus,Ninebark,Portland,Oregon,2,
Juglans nigra,Black walnut,Windsor Heights,Iowa,2,
Juglans regia,English walnut,New Orleans,Louisiana,2,
Juglans regia,English walnut,St. Louis,Missouri,2,
Phoenix rupicola,Cliff date palm,New Orleans,Louisiana,2,
Phoenix rupicola,Cliff date palm,Garden Grove,California,2,98.425
Juniperus,Juniper species,New Orleans,Louisiana,2,
Cupressus arizonica,Arizona cypress,Los Angeles,California,2,
Pittosporum viridiflorum,Cape pittosporum,Huntington Beach,California,2,0.0
Quercus imbricaria,Shingle oak,Aurora,Colorado,2,
Quercus,Oak,Windsor Heights,Iowa,2,
Quercus,Oak,Waukee,Iowa,2,
Pyrus,Pear,Guthrie Center,Iowa,2,
Pyrus,Pear,Hales Corners,Wisconsin,2,
Citrus sinensis,Orange,Austin,Texas,2,26.247
Cornus capitata,Evergreen dogwood,Los Angeles,California,2,
Chamaerops humilis,European fan palm,Honolulu,Hawaii,2,80.381
Quercus bicolor,Swamp white oak,Baxter,Iowa,2,
Citrus reticulata,Tangerine,Miami,Florida,2,
Quercus imbricaria,Shingle oak,New Orleans,Louisiana,2,
Quercus bicolor,Swamp white oak,Colfax,Iowa,2,
Cornus florida,Eastern dogwood,Garden Grove,California,2,49.213
Chamaerops humilis,Mediterranean fan palm,Garden Grove,California,2,49.213
Citrus reticulata,Tangerine,Garden Grove,California,2,49.213
Quercus,Oak,Milwaukee,Wisconsin,2,
Pyrus,Pear,Overland Park,Kansas,2,
Cornus florida,Eastern dogwood,Stockton,California,2,
Crescentia cujete,Calabash tree,Kailua,Hawaii,2,42.651
Pyrus,Pear,Redfield,Iowa,2,
Quercus,Oak,Glendale,Wisconsin,2,
Chamaedorea elegans,Parlor palm,Los Angeles,California,2,
Cryptomeria japonica,Sugi japanese cedar,Greensboro,North Carolina,2,
Crescentia cujete,Calabash tree,Honolulu,Hawaii,2,47.572
Cunninghamia,China fir,Greensboro,North Carolina,2,8.126
Quercus alba,White oak,Orlando,Florida,2,
Cornus,Dogwood,Baltimore,Maryland,2,31.168
Pterostyrax hispida,Fragrant epaulette tree,Louisville,Kentucky,2,
Cladrastis kentukea,Yellowwood,Greensboro,North Carolina,2,
Cladrastis kentukea,Yellowwood,Des Moines,Iowa,2,
Ptychosperma elegans,Solitaire palm alexander palm,Tampa,Florida,2,63.156
Cornus,Dogwood,Stockton,California,2,
Cornus,Dogwood,Woodward,Iowa,2,
Ptychosperma macarthurii,Macarthur palm,Kailua,Hawaii,2,31.168
Quercus acutissima,Sawtooth oak,Greensboro,North Carolina,2,8.213
